cust_id,customer_gender,age_group,customer_country,referral_type,transaction_type,transaction_date,subscription_type,transaction_year,subscription_price
6344,Male,25-34,Sweden,Paid Search,UPGRADE,2021-09-01,MAX,2021,109.0
6345,Female,55-65,Denmark,facebook,INITIAL,2022-12-01,BASIC,2022,53.0
6346,Female,25-34,Finland,,INITIAL,2022-10-01,PRO,2022,85.0
6347,Other,25-34,Sweden,,INITIAL,2020-12-01,MAX,2020,99.0
6347,Other,25-34,Sweden,,REDUCTION,2021-06-01,BASIC,2021,43.0
6348,Other,18-24,Finland,Paid Search,INITIAL,2020-01-01,MAX,2020,99.0
6348,Other,18-24,Finland,Paid Search,REDUCTION,2020-10-01,PRO,2020,65.0
6349,Male,25-34,Sweden,,INITIAL,2022-04-01,BASIC,2022,53.0
6350,Male,35-44,Norway,,INITIAL,2022-03-01,PRO,2022,85.0
6350,Male,35-44,Norway,,REDUCTION,2022-07-01,BASIC,2022,53.0
6351,Other,45-54,Finland,facebook,INITIAL,2022-03-01,PRO,2022,85.0
6351,Other,45-54,Finland,facebook,REDUCTION,2022-08-01,BASIC,2022,53.0
6352,Female,25-34,Sweden,,INITIAL,2020-06-01,BASIC,2020,33.0
6352,Female,25-34,Sweden,,UPGRADE,2020-11-01,MAX,2020,99.0
6353,Other,18-24,Sweden,Organic Search,INITIAL,2020-05-01,PRO,2020,65.0
6353,Other,18-24,Sweden,Organic Search,UPGRADE,2022-07-01,MAX,2022,119.0
6353,Other,18-24,Sweden,Organic Search,CHURN,2021-01-01,PRO,2021,75.0
6354,Other,45-54,Sweden,,INITIAL,2020-01-01,PRO,2020,65.0
6354,Other,45-54,Sweden,,UPGRADE,2020-10-01,MAX,2020,99.0
6355,Other,25-34,Finland,Organic Search,INITIAL,2022-05-01,MAX,2022,119.0
6356,Other,18-24,Sweden,Display,INITIAL,2022-05-01,PRO,2022,85.0
6357,Female,18-24,Finland,Paid Search,INITIAL,2021-03-01,BASIC,2021,43.0
6357,Female,18-24,Finland,Paid Search,UPGRADE,2022-01-01,MAX,2022,119.0
6357,Female,18-24,Finland,Paid Search,CHURN,2021-10-01,BASIC,2021,43.0
6358,Other,35-44,Finland,,INITIAL,2022-10-01,MAX,2022,119.0
6359,Other,18-24,Denmark,facebook,INITIAL,2022-10-01,BASIC,2022,53.0
6360,Female,25-34,Denmark,Google Ads,INITIAL,2022-07-01,BASIC,2022,53.0
6361,Other,25-34,Sweden,facebook,INITIAL,2020-06-01,MAX,2020,99.0
6361,Other,25-34,Sweden,facebook,REDUCTION,2021-01-01,PRO,2021,75.0
6362,Other,45-54,Sweden,,INITIAL,2020-06-01,PRO,2020,65.0
6362,Other,45-54,Sweden,,UPGRADE,2022-04-01,MAX,2022,119.0
6363,Other,18-24,Sweden,TV,INITIAL,2020-02-01,MAX,2020,99.0
6363,Other,18-24,Sweden,TV,REDUCTION,2021-05-01,BASIC,2021,43.0
6364,Female,25-34,Sweden,Organic Search,INITIAL,2022-10-01,PRO,2022,85.0
6365,Other,35-44,Denmark,,INITIAL,2021-08-01,BASIC,2021,43.0
6365,Other,35-44,Denmark,,UPGRADE,2021-12-01,MAX,2021,109.0
6366,Female,55-65,Sweden,,INITIAL,2021-07-01,BASIC,2021,43.0
6367,Other,25-34,Sweden,TV,INITIAL,2020-01-01,PRO,2020,65.0
6367,Other,25-34,Sweden,TV,UPGRADE,2022-06-01,MAX,2022,119.0
6367,Other,25-34,Sweden,TV,CHURN,2020-04-01,PRO,2020,65.0
6368,Female,55-65,Sweden,Google Ads,INITIAL,2021-05-01,BASIC,2021,43.0
6369,Other,55-65,Sweden,Display,INITIAL,2022-09-01,BASIC,2022,53.0
6370,Female,35-44,Sweden,,INITIAL,2022-04-01,BASIC,2022,53.0
6370,Female,35-44,Sweden,,UPGRADE,2022-07-01,PRO,2022,85.0
6371,Male,55-65,Finland,,INITIAL,2022-06-01,BASIC,2022,53.0
6372,Male,45-54,Sweden,TV,INITIAL,2022-01-01,BASIC,2022,53.0
6373,Male,25-34,Sweden,facebook,INITIAL,2020-04-01,PRO,2020,65.0
6373,Male,25-34,Sweden,facebook,UPGRADE,2022-08-01,MAX,2022,119.0
6374,Male,18-24,Norway,,INITIAL,2021-08-01,BASIC,2021,43.0
6375,Female,35-44,Norway,Organic Search,INITIAL,2020-02-01,PRO,2020,65.0
6375,Female,35-44,Norway,Organic Search,UPGRADE,2021-12-01,MAX,2021,109.0
6376,Female,18-24,Sweden,,INITIAL,2020-09-01,BASIC,2020,33.0
6376,Female,18-24,Sweden,,UPGRADE,2022-11-01,PRO,2022,85.0
6376,Female,18-24,Sweden,,CHURN,2021-02-01,BASIC,2021,43.0
6377,Male,25-34,Norway,facebook,INITIAL,2021-08-01,BASIC,2021,43.0
6378,Female,25-34,Denmark,Bing,INITIAL,2021-11-01,PRO,2021,75.0
6378,Female,25-34,Denmark,Bing,REDUCTION,2022-06-01,BASIC,2022,53.0
6378,Female,25-34,Denmark,Bing,CHURN,2022-11-01,BASIC,2022,53.0
6379,Other,45-54,Sweden,Display,INITIAL,2020-05-01,MAX,2020,99.0
6379,Other,45-54,Sweden,Display,REDUCTION,2021-05-01,BASIC,2021,43.0
6380,Other,18-24,Sweden,Display,INITIAL,2020-07-01,BASIC,2020,33.0
6380,Other,18-24,Sweden,Display,UPGRADE,2022-02-01,PRO,2022,85.0
6380,Other,18-24,Sweden,Display,CHURN,2020-10-01,BASIC,2020,33.0
6381,Female,45-54,Finland,,INITIAL,2020-07-01,PRO,2020,65.0
6381,Female,45-54,Finland,,UPGRADE,2022-10-01,MAX,2022,119.0
6381,Female,45-54,Finland,,CHURN,2021-08-01,PRO,2021,75.0
6382,Other,45-54,Sweden,,INITIAL,2021-06-01,MAX,2021,109.0
6383,Other,18-24,Sweden,,INITIAL,2020-02-01,PRO,2020,65.0
6383,Other,18-24,Sweden,,UPGRADE,2020-06-01,MAX,2020,99.0
6384,Female,18-24,Sweden,,INITIAL,2021-06-01,PRO,2021,75.0
6384,Female,18-24,Sweden,,UPGRADE,2022-03-01,MAX,2022,119.0
6385,Other,25-34,Norway,facebook,INITIAL,2022-05-01,MAX,2022,119.0
6386,Male,35-44,Sweden,facebook,INITIAL,2022-12-01,BASIC,2022,53.0
6387,Other,45-54,Sweden,TV,INITIAL,2020-02-01,PRO,2020,65.0
6387,Other,45-54,Sweden,TV,UPGRADE,2020-07-01,MAX,2020,99.0
6387,Other,45-54,Sweden,TV,CHURN,2020-10-01,MAX,2020,99.0
6388,Male,25-34,Denmark,Paid Search,INITIAL,2022-03-01,BASIC,2022,53.0
6389,Other,45-54,Denmark,Google Ads,INITIAL,2021-08-01,MAX,2021,109.0
6389,Other,45-54,Denmark,Google Ads,REDUCTION,2022-03-01,BASIC,2022,53.0
6390,Other,18-24,Norway,,INITIAL,2021-06-01,BASIC,2021,43.0
6390,Other,18-24,Norway,,UPGRADE,2022-04-01,PRO,2022,85.0
6391,Male,35-44,Norway,,INITIAL,2022-12-01,BASIC,2022,53.0
6392,Other,25-34,Sweden,facebook,INITIAL,2022-07-01,BASIC,2022,53.0
6393,Male,45-54,Sweden,facebook,INITIAL,2020-12-01,PRO,2020,65.0
6393,Male,45-54,Sweden,facebook,REDUCTION,2022-04-01,BASIC,2022,53.0
6394,Male,18-24,Sweden,,INITIAL,2022-04-01,BASIC,2022,53.0
6395,Other,18-24,Norway,,INITIAL,2022-03-01,BASIC,2022,53.0
6396,Other,18-24,Denmark,,INITIAL,2022-08-01,BASIC,2022,53.0
6397,Female,18-24,Denmark,,INITIAL,2020-05-01,MAX,2020,99.0
6397,Female,18-24,Denmark,,REDUCTION,2020-10-01,BASIC,2020,33.0
6397,Female,18-24,Denmark,,CHURN,2021-10-01,BASIC,2021,43.0
6398,Other,18-24,Denmark,Google Ads,INITIAL,2020-08-01,PRO,2020,65.0
6398,Other,18-24,Denmark,Google Ads,UPGRADE,2021-12-01,MAX,2021,109.0
6398,Other,18-24,Denmark,Google Ads,CHURN,2021-08-01,PRO,2021,75.0
6398,Other,18-24,Denmark,Google Ads,CHURN,2022-04-01,MAX,2022,119.0
6399,Other,25-34,Sweden,facebook,INITIAL,2021-06-01,MAX,2021,109.0
6399,Other,25-34,Sweden,facebook,REDUCTION,2022-11-01,PRO,2022,85.0
6400,Female,18-24,Sweden,,INITIAL,2020-05-01,PRO,2020,65.0
6400,Female,18-24,Sweden,,REDUCTION,2020-12-01,BASIC,2020,33.0
6401,Other,45-54,Norway,Paid Search,INITIAL,2022-04-01,BASIC,2022,53.0
6402,Male,18-24,Denmark,,INITIAL,2022-04-01,BASIC,2022,53.0
6403,Other,35-44,Norway,Display,INITIAL,2022-04-01,MAX,2022,119.0
6404,Other,25-34,Finland,TV,INITIAL,2022-10-01,MAX,2022,119.0
6405,Male,45-54,Denmark,,INITIAL,2022-03-01,PRO,2022,85.0
6405,Male,45-54,Denmark,,UPGRADE,2022-08-01,MAX,2022,119.0
6406,Female,35-44,Norway,,INITIAL,2020-01-01,PRO,2020,65.0
6406,Female,35-44,Norway,,UPGRADE,2020-06-01,MAX,2020,99.0
6407,Female,45-54,Finland,Paid Search,INITIAL,2020-04-01,PRO,2020,65.0
6407,Female,45-54,Finland,Paid Search,REDUCTION,2021-02-01,BASIC,2021,43.0
6408,Other,35-44,Denmark,Organic Search,INITIAL,2021-07-01,BASIC,2021,43.0
6408,Other,35-44,Denmark,Organic Search,CHURN,2022-01-01,BASIC,2022,53.0
6409,Other,18-24,Norway,,INITIAL,2021-10-01,MAX,2021,109.0
6410,Female,25-34,Norway,Organic Search,INITIAL,2021-09-01,PRO,2021,75.0
6411,Male,55-65,Sweden,,INITIAL,2020-02-01,PRO,2020,65.0
6411,Male,55-65,Sweden,,REDUCTION,2021-08-01,BASIC,2021,43.0
6412,Female,18-24,Sweden,,INITIAL,2021-11-01,BASIC,2021,43.0
6412,Female,18-24,Sweden,,UPGRADE,2022-07-01,PRO,2022,85.0
6413,Female,18-24,Sweden,Organic Search,INITIAL,2020-03-01,BASIC,2020,33.0
6413,Female,18-24,Sweden,Organic Search,UPGRADE,2021-03-01,MAX,2021,109.0
6414,Other,25-34,Denmark,,INITIAL,2022-10-01,MAX,2022,119.0
6415,Other,18-24,Denmark,Display,INITIAL,2022-02-01,MAX,2022,119.0
6416,Female,25-34,Finland,Paid Search,INITIAL,2022-02-01,BASIC,2022,53.0
6417,Female,18-24,Denmark,,INITIAL,2022-12-01,BASIC,2022,53.0
6418,Male,25-34,Norway,TV,INITIAL,2022-12-01,BASIC,2022,53.0
6419,Male,55-65,Finland,Paid Search,INITIAL,2021-03-01,PRO,2021,75.0
6419,Male,55-65,Finland,Paid Search,UPGRADE,2022-09-01,MAX,2022,119.0
6420,Female,45-54,Sweden,facebook,INITIAL,2022-05-01,MAX,2022,119.0
6421,Other,55-65,Sweden,,INITIAL,2021-05-01,BASIC,2021,43.0
6421,Other,55-65,Sweden,,UPGRADE,2022-07-01,MAX,2022,119.0
6422,Female,18-24,Sweden,facebook,INITIAL,2022-12-01,BASIC,2022,53.0
6423,Male,25-34,Sweden,Organic Search,INITIAL,2022-06-01,PRO,2022,85.0
6424,Male,18-24,Sweden,Google Ads,INITIAL,2021-12-01,BASIC,2021,43.0
6424,Male,18-24,Sweden,Google Ads,UPGRADE,2022-06-01,PRO,2022,85.0
6425,Female,45-54,Norway,facebook,INITIAL,2022-10-01,PRO,2022,85.0
6425,Female,45-54,Norway,facebook,REDUCTION,2022-11-01,BASIC,2022,53.0
6426,Female,45-54,Sweden,Google Ads,INITIAL,2020-08-01,PRO,2020,65.0
6426,Female,45-54,Sweden,Google Ads,UPGRADE,2021-08-01,MAX,2021,109.0
6426,Female,45-54,Sweden,Google Ads,CHURN,2022-07-01,MAX,2022,119.0
6427,Other,25-34,Sweden,facebook,INITIAL,2022-07-01,BASIC,2022,53.0
6428,Other,18-24,Sweden,Display,INITIAL,2022-02-01,MAX,2022,119.0
6429,Other,45-54,Sweden,Paid Search,INITIAL,2020-03-01,MAX,2020,99.0
6429,Other,45-54,Sweden,Paid Search,REDUCTION,2020-11-01,PRO,2020,65.0
6430,Male,18-24,Sweden,TV,INITIAL,2021-01-01,PRO,2021,75.0
6430,Male,18-24,Sweden,TV,UPGRADE,2021-05-01,MAX,2021,109.0
6430,Male,18-24,Sweden,TV,CHURN,2021-12-01,MAX,2021,109.0
6431,Male,45-54,Denmark,TV,INITIAL,2020-02-01,BASIC,2020,33.0
6431,Male,45-54,Denmark,TV,UPGRADE,2022-05-01,PRO,2022,85.0
6432,Other,25-34,Finland,,INITIAL,2022-01-01,BASIC,2022,53.0
6433,Male,35-44,Norway,Organic Search,INITIAL,2020-04-01,PRO,2020,65.0
6433,Male,35-44,Norway,Organic Search,UPGRADE,2022-11-01,MAX,2022,119.0
6434,Male,45-54,Finland,,INITIAL,2021-06-01,PRO,2021,75.0
6434,Male,45-54,Finland,,UPGRADE,2022-04-01,MAX,2022,119.0
6434,Male,45-54,Finland,,CHURN,2022-10-01,MAX,2022,119.0
6435,Male,18-24,Denmark,Google Ads,INITIAL,2021-03-01,BASIC,2021,43.0
6436,Other,35-44,Norway,,INITIAL,2020-02-01,PRO,2020,65.0
6436,Other,35-44,Norway,,UPGRADE,2020-06-01,MAX,2020,99.0
6437,Other,35-44,Sweden,Organic Search,INITIAL,2021-06-01,MAX,2021,109.0
6437,Other,35-44,Sweden,Organic Search,REDUCTION,2022-10-01,BASIC,2022,53.0
6438,Other,45-54,Norway,,INITIAL,2021-11-01,MAX,2021,109.0
6439,Other,45-54,Norway,Google Ads,INITIAL,2022-01-01,PRO,2022,85.0
6440,Female,45-54,Norway,facebook,INITIAL,2020-12-01,PRO,2020,65.0
6440,Female,45-54,Norway,facebook,UPGRADE,2022-11-01,MAX,2022,119.0
6441,Other,45-54,Norway,,INITIAL,2021-08-01,MAX,2021,109.0
6442,Other,45-54,Finland,facebook,INITIAL,2021-01-01,BASIC,2021,43.0
6442,Other,45-54,Finland,facebook,CHURN,2022-01-01,BASIC,2022,53.0
6443,Other,45-54,Denmark,,INITIAL,2022-04-01,PRO,2022,85.0
6443,Other,45-54,Denmark,,UPGRADE,2022-10-01,MAX,2022,119.0
6444,Female,18-24,Sweden,Google Ads,INITIAL,2020-04-01,BASIC,2020,33.0
6444,Female,18-24,Sweden,Google Ads,UPGRADE,2021-08-01,MAX,2021,109.0
6444,Female,18-24,Sweden,Google Ads,CHURN,2021-02-01,BASIC,2021,43.0
6445,Female,18-24,Finland,,INITIAL,2021-09-01,PRO,2021,75.0
6445,Female,18-24,Finland,,REDUCTION,2022-11-01,BASIC,2022,53.0
6446,Other,55-65,Denmark,,INITIAL,2020-08-01,MAX,2020,99.0
6446,Other,55-65,Denmark,,REDUCTION,2020-09-01,BASIC,2020,33.0
6447,Other,25-34,Norway,Google Ads,INITIAL,2020-12-01,MAX,2020,99.0
6447,Other,25-34,Norway,Google Ads,REDUCTION,2022-05-01,PRO,2022,85.0
6448,Other,35-44,Denmark,,INITIAL,2021-10-01,PRO,2021,75.0
6448,Other,35-44,Denmark,,REDUCTION,2022-09-01,BASIC,2022,53.0
6449,Other,35-44,Sweden,Display,INITIAL,2021-05-01,MAX,2021,109.0
6449,Other,35-44,Sweden,Display,REDUCTION,2022-02-01,BASIC,2022,53.0
6450,Male,45-54,Sweden,facebook,INITIAL,2021-06-01,BASIC,2021,43.0
6451,Male,18-24,Norway,,INITIAL,2020-03-01,BASIC,2020,33.0
6451,Male,18-24,Norway,,UPGRADE,2020-09-01,MAX,2020,99.0
6452,Other,25-34,Norway,Google Ads,INITIAL,2021-05-01,MAX,2021,109.0
6453,Male,25-34,Denmark,,INITIAL,2022-07-01,PRO,2022,85.0
6454,Other,45-54,Norway,,INITIAL,2021-03-01,MAX,2021,109.0
6454,Other,45-54,Norway,,REDUCTION,2022-11-01,PRO,2022,85.0
6455,Other,35-44,Sweden,facebook,INITIAL,2021-01-01,MAX,2021,109.0
6455,Other,35-44,Sweden,facebook,REDUCTION,2022-09-01,BASIC,2022,53.0
6456,Other,18-24,Sweden,Paid Search,INITIAL,2020-01-01,MAX,2020,99.0
6456,Other,18-24,Sweden,Paid Search,REDUCTION,2021-05-01,BASIC,2021,43.0
6456,Other,18-24,Sweden,Paid Search,CHURN,2022-02-01,BASIC,2022,53.0
6457,Female,18-24,Denmark,,INITIAL,2021-02-01,BASIC,2021,43.0
6457,Female,18-24,Denmark,,UPGRADE,2022-04-01,PRO,2022,85.0
6458,Female,55-65,Norway,Organic Search,INITIAL,2022-07-01,PRO,2022,85.0
6458,Female,55-65,Norway,Organic Search,REDUCTION,2022-08-01,BASIC,2022,53.0
6459,Male,45-54,Sweden,facebook,INITIAL,2021-08-01,BASIC,2021,43.0
6460,Female,55-65,Finland,Paid Search,INITIAL,2020-08-01,MAX,2020,99.0
6460,Female,55-65,Finland,Paid Search,REDUCTION,2021-02-01,BASIC,2021,43.0
6461,Female,45-54,Norway,Organic Search,INITIAL,2022-09-01,BASIC,2022,53.0
6462,Female,45-54,Sweden,,INITIAL,2020-04-01,BASIC,2020,33.0
6462,Female,45-54,Sweden,,UPGRADE,2020-07-01,MAX,2020,99.0
6462,Female,45-54,Sweden,,CHURN,2020-11-01,BASIC,2020,33.0
6462,Female,45-54,Sweden,,CHURN,2020-10-01,MAX,2020,99.0
6463,Other,35-44,Norway,,INITIAL,2020-07-01,MAX,2020,99.0
6463,Other,35-44,Norway,,REDUCTION,2021-05-01,PRO,2021,75.0
6464,Male,45-54,Sweden,,INITIAL,2020-02-01,BASIC,2020,33.0
6464,Male,45-54,Sweden,,UPGRADE,2021-06-01,MAX,2021,109.0
6465,Other,25-34,Denmark,,INITIAL,2022-03-01,MAX,2022,119.0
6465,Other,25-34,Denmark,,REDUCTION,2022-11-01,BASIC,2022,53.0
6466,Other,55-65,Sweden,,INITIAL,2022-01-01,PRO,2022,85.0
6467,Other,18-24,Finland,,INITIAL,2022-07-01,BASIC,2022,53.0
6468,Female,18-24,Sweden,,INITIAL,2021-05-01,BASIC,2021,43.0
6469,Male,18-24,Finland,,INITIAL,2021-09-01,PRO,2021,75.0
6469,Male,18-24,Finland,,REDUCTION,2022-02-01,BASIC,2022,53.0
6470,Other,18-24,Norway,Organic Search,INITIAL,2022-03-01,PRO,2022,85.0
6470,Other,18-24,Norway,Organic Search,REDUCTION,2022-06-01,BASIC,2022,53.0
6471,Other,45-54,Denmark,Organic Search,INITIAL,2021-12-01,MAX,2021,109.0
6472,Male,55-65,Sweden,Organic Search,INITIAL,2022-05-01,BASIC,2022,53.0
6473,Other,35-44,Finland,Paid Search,INITIAL,2021-12-01,MAX,2021,109.0
6474,Female,35-44,Sweden,,INITIAL,2021-03-01,PRO,2021,75.0
6474,Female,35-44,Sweden,,UPGRADE,2022-09-01,MAX,2022,119.0
6474,Female,35-44,Sweden,,CHURN,2021-10-01,PRO,2021,75.0
6475,Male,18-24,Norway,facebook,INITIAL,2022-05-01,BASIC,2022,53.0
6475,Male,18-24,Norway,facebook,UPGRADE,2022-09-01,MAX,2022,119.0
6476,Female,35-44,Denmark,Paid Search,INITIAL,2022-11-01,BASIC,2022,53.0
6477,Other,18-24,Sweden,,INITIAL,2022-10-01,MAX,2022,119.0
6478,Other,45-54,Sweden,Paid Search,INITIAL,2020-09-01,BASIC,2020,33.0
6479,Female,55-65,Norway,,INITIAL,2020-03-01,BASIC,2020,33.0
6480,Male,45-54,Sweden,,INITIAL,2022-11-01,PRO,2022,85.0
6481,Other,25-34,Sweden,Paid Search,INITIAL,2022-02-01,PRO,2022,85.0
6482,Female,45-54,Finland,,INITIAL,2020-04-01,PRO,2020,65.0
6482,Female,45-54,Finland,,UPGRADE,2020-09-01,MAX,2020,99.0
6482,Female,45-54,Finland,,CHURN,2021-05-01,PRO,2021,75.0
6482,Female,45-54,Finland,,CHURN,2021-09-01,MAX,2021,109.0
6483,Female,25-34,Norway,Paid Search,INITIAL,2022-01-01,MAX,2022,119.0
6483,Female,25-34,Norway,Paid Search,REDUCTION,2022-06-01,PRO,2022,85.0
6484,Other,35-44,Finland,facebook,INITIAL,2022-07-01,BASIC,2022,53.0
6485,Other,55-65,Norway,facebook,INITIAL,2021-02-01,PRO,2021,75.0
6485,Other,55-65,Norway,facebook,REDUCTION,2022-05-01,BASIC,2022,53.0
6486,Female,25-34,Finland,Paid Search,INITIAL,2022-04-01,MAX,2022,119.0
6487,Female,55-65,Norway,,INITIAL,2022-09-01,PRO,2022,85.0
6488,Male,25-34,Sweden,Paid Search,INITIAL,2020-06-01,PRO,2020,65.0
6488,Male,25-34,Sweden,Paid Search,UPGRADE,2021-10-01,MAX,2021,109.0
6489,Male,25-34,Finland,,INITIAL,2020-06-01,PRO,2020,65.0
6489,Male,25-34,Finland,, ,2022-10-01,MAX,2022,119.0
6489,Male,25-34,Finland,,CHURN,2021-05-01,PRO,2021,75.0
6490,Female,18-24,Finland,Paid Search,INITIAL,2020-07-01,MAX,2020,99.0
6490,Female,18-24,Finland,Paid Search,REDUCTION,2021-10-01,PRO,2021,75.0
6491,Female,18-24,Denmark,Organic Search,INITIAL,2020-10-01,BASIC,2020,33.0
6491,Female,18-24,Denmark,Organic Search,CHURN,2021-08-01,BASIC,2021,43.0
6492,Male,45-54,Sweden,facebook,INITIAL,2020-02-01,BASIC,2020,33.0
6492,Male,45-54,Sweden,facebook,UPGRADE,2021-06-01,PRO,2021,75.0
6492,Male,45-54,Sweden,facebook,CHURN,2020-11-01,BASIC,2020,33.0
6493,Other,18-24,Sweden,Organic Search,INITIAL,2022-09-01,MAX,2022,119.0
6494,Male,45-54,Denmark,Organic Search,INITIAL,2021-02-01,PRO,2021,75.0
6494,Male,45-54,Denmark,Organic Search,UPGRADE,2021-11-01,MAX,2021,109.0
6494,Male,45-54,Denmark,Organic Search,CHURN,2022-02-01,PRO,2022,85.0
6495,Other,35-44,Finland,facebook,INITIAL,2021-05-01,BASIC,2021,43.0
6495,Other,35-44,Finland,facebook,CHURN,2022-02-01,BASIC,2022,53.0
6496,Male,18-24,Denmark,facebook,INITIAL,2021-11-01,BASIC,2021,43.0
6496,Male,18-24,Denmark,facebook,UPGRADE,2022-03-01,MAX,2022,119.0
6496,Male,18-24,Denmark,facebook,CHURN,2022-10-01,MAX,2022,119.0
6497,Male,55-65,Finland,Google Ads,INITIAL,2022-07-01,PRO,2022,85.0
6497,Male,55-65,Finland,Google Ads,REDUCTION,2022-09-01,BASIC,2022,53.0
6498,Other,55-65,Norway,TV,INITIAL,2021-01-01,PRO,2021,75.0
6498,Other,55-65,Norway,TV,REDUCTION,2021-08-01,BASIC,2021,43.0
6499,Other,25-34,Sweden,facebook,INITIAL,2021-09-01,MAX,2021,109.0
6499,Other,25-34,Sweden,facebook,REDUCTION,2022-01-01,PRO,2022,85.0
6500,Male,18-24,Sweden,Paid Search,INITIAL,2021-08-01,BASIC,2021,43.0
6501,Male,18-24,Finland,Display,INITIAL,2020-04-01,BASIC,2020,33.0
6501,Male,18-24,Finland,Display,UPGRADE,2021-05-01,PRO,2021,75.0
6501,Male,18-24,Finland,Display,CHURN,2021-09-01,PRO,2021,75.0
6502,Female,18-24,Sweden,,INITIAL,2020-03-01,BASIC,2020,33.0
6502,Female,18-24,Sweden,,UPGRADE,2021-04-01,MAX,2021,109.0
6503,Female,18-24,Norway,,INITIAL,2021-11-01,PRO,2021,75.0
6503,Female,18-24,Norway,,REDUCTION,2021-12-01,BASIC,2021,43.0
6504,Female,25-34,Finland,,INITIAL,2021-11-01,BASIC,2021,43.0
6505,Other,45-54,Sweden,Organic Search,INITIAL,2020-02-01,PRO,2020,65.0
6505,Other,45-54,Sweden,Organic Search,UPGRADE,2020-11-01,MAX,2020,99.0
6506,Female,35-44,Sweden,,INITIAL,2020-06-01,PRO,2020,65.0
6506,Female,35-44,Sweden,,REDUCTION,2021-12-01,BASIC,2021,43.0
6507,Other,18-24,Finland,,INITIAL,2022-05-01,MAX,2022,119.0
6507,Other,18-24,Finland,,REDUCTION,2022-08-01,PRO,2022,85.0
6508,Female,18-24,Sweden,facebook,INITIAL,2020-02-01,PRO,2020,65.0
6508,Female,18-24,Sweden,facebook,UPGRADE,2022-10-01,MAX,2022,119.0
6509,Female,25-34,Finland,,INITIAL,2021-10-01,PRO,2021,75.0
6509,Female,25-34,Finland,,CHURN,2022-05-01,PRO,2022,85.0
6510,Female,45-54,Norway,Organic Search,INITIAL,2022-07-01,PRO,2022,85.0
6510,Female,45-54,Norway,Organic Search,REDUCTION,2022-11-01,BASIC,2022,53.0
6511,Female,18-24,Norway,Display,INITIAL,2020-07-01,BASIC,2020,33.0
6511,Female,18-24,Norway,Display,UPGRADE,2021-03-01,MAX,2021,109.0
6511,Female,18-24,Norway,Display,CHURN,2021-04-01,BASIC,2021,43.0
6512,Male,25-34,Norway,Paid Search,INITIAL,2020-04-01,PRO,2020,65.0
6512,Male,25-34,Norway,Paid Search,REDUCTION,2021-02-01,BASIC,2021,43.0
6513,Male,25-34,Norway,,INITIAL,2021-03-01,PRO,2021,75.0
6513,Male,25-34,Norway,,UPGRADE,2021-08-01,MAX,2021,109.0
6514,Other,55-65,Sweden,,INITIAL,2022-06-01,PRO,2022,85.0
6515,Other,45-54,Finland,facebook,INITIAL,2022-03-01,MAX,2022,119.0
6516,Male,55-65,Norway,Bing,INITIAL,2022-10-01,BASIC,2022,53.0
6517,Male,45-54,Sweden,,INITIAL,2020-10-01,PRO,2020,65.0
6517,Male,45-54,Sweden,,REDUCTION,2020-12-01,BASIC,2020,33.0
6518,Female,35-44,Sweden,,INITIAL,2021-08-01,BASIC,2021,43.0
6518,Female,35-44,Sweden,,UPGRADE,2022-02-01,PRO,2022,85.0
6518,Female,35-44,Sweden,,CHURN,2022-07-01,BASIC,2022,53.0
6519,Female,55-65,Denmark,Google Ads,INITIAL,2022-10-01,BASIC,2022,53.0
6520,Male,45-54,Sweden,TV,INITIAL,2022-10-01,BASIC,2022,53.0
6521,Other,18-24,Finland,,INITIAL,2020-04-01,BASIC,2020,33.0
6521,Other,18-24,Finland,,UPGRADE,2021-02-01,MAX,2021,109.0
6521,Other,18-24,Finland,,CHURN,2021-02-01,BASIC,2021,43.0
6522,Other,25-34,Finland,,INITIAL,2022-05-01,MAX,2022,119.0
6522,Other,25-34,Finland,,REDUCTION,2022-11-01,BASIC,2022,53.0
6523,Other,35-44,Denmark,,INITIAL,2020-02-01,PRO,2020,65.0
6523,Other,35-44,Denmark,,UPGRADE,2021-04-01,MAX,2021,109.0
6524,Other,18-24,Sweden,Organic Search,INITIAL,2020-07-01,PRO,2020,65.0
6524,Other,18-24,Sweden,Organic Search,UPGRADE,2021-02-01,MAX,2021,109.0
6525,Female,18-24,Finland,Paid Search,INITIAL,2020-04-01,BASIC,2020,33.0
6525,Female,18-24,Finland,Paid Search,UPGRADE,2021-04-01,MAX,2021,109.0
6526,Other,25-34,Denmark,Organic Search,INITIAL,2021-04-01,BASIC,2021,43.0
6527,Female,18-24,Sweden,,INITIAL,2022-01-01,PRO,2022,85.0
6527,Female,18-24,Sweden,,UPGRADE,2022-06-01,MAX,2022,119.0
6528,Female,35-44,Norway,facebook,INITIAL,2020-08-01,PRO,2020,65.0
6528,Female,35-44,Norway,facebook,UPGRADE,2022-03-01,MAX,2022,119.0
6529,Female,45-54,Norway,,INITIAL,2022-04-01,PRO,2022,85.0
6529,Female,45-54,Norway,,REDUCTION,2022-10-01,BASIC,2022,53.0
6530,Female,45-54,Norway,Bing,INITIAL,2022-08-01,PRO,2022,85.0
6531,Male,45-54,Finland,Display,INITIAL,2020-02-01,PRO,2020,65.0
6531,Male,45-54,Finland,Display,UPGRADE,2022-10-01,MAX,2022,119.0
6532,Other,55-65,Sweden,,INITIAL,2021-07-01,MAX,2021,109.0
